freq (MHz);s11 (dB);real Z_in;imag Z_in;Z_in total
1498.0;-0.02790532645565099;63.554809773818846;-1404.1696134701872;1405.6071703140965
1500.0;-0.02801449726910611;63.633598633523015;-1402.2896069230624;1403.732658507128
1502.0;-0.028123595636291025;63.71168739835256;-1400.4157911163088;1401.8643183700276
1504.0;-0.028232615033365206;63.7890665669531;-1398.5481338339014;1400.0021170211749
1506.0;-0.028341548938468217;63.86572674367031;-1396.6866030220833;1398.1460217423157
1508.0;-0.02845039083090678;63.941658635353306;-1394.8311667874418;1396.2959999766008
1510.0;-0.028559134190381547;64.01685304824427;-1392.981793394976;1394.4520193266185
1512.0;-0.028667772496183807;64.09130088489457;-1391.1384512661575;1392.6140475524155
1514.0;-0.02877629922641936;64.16499314114284;-1389.3011089769866;1390.7820525695201
1516.0;-0.02888470785722165;64.23792090314056;-1387.4697352560402;1388.9560024469545
1518.0;-0.0289929918619843;64.3100753444375;-1385.644298982518;1387.1358654052462
1520.0;-0.02910114471056748;64.38144772309562;-1383.8247691842796;1385.321609814431
1522.0;-0.029209159868548783;64.4520293788694;-1382.0111150358744;1383.513204192051
1524.0;-0.029317030796447027;64.52181173041338;-1380.203305856571;1381.7106172011497
1526.0;-0.02942475094895666;64.59078627255073;-1378.4013111083725;1379.9138176482568
1528.0;-0.029532313774173452;64.65894457357624;-1376.6051003940302;1378.1227744813693
1530.0;-0.02963971271286957;64.72627827260295;-1374.8146434550508;1376.337456787928
1532.0;-0.029746941197685353;64.79277907694718;-1373.0299101696946;1374.557833792785
1534.0;-0.029853992652418924;64.85843875956319;-1371.2508705509674;1372.7838748561676
1536.0;-0.029960860491250848;64.9232491565087;-1369.4774947446033;1371.0155494716291
1538.0;-0.030067538117991156;64.98720216445044;-1367.7097530270457;1369.2528272640031
1540.0;-0.030174018925342702;65.05028973820944;-1365.9476158034117;1367.495677987338
1542.0;-0.030280296294135596;65.11250388834273;-1364.1910536054559;1365.744071522836
1544.0;-0.030386363592596402;65.17383667875684;-1362.4400370895232;1363.997977876775
1546.0;-0.030492214175592194;65.23428022435984;-1360.69453703449;1362.2573671784253
1548.0;-0.03059784138388818;65.29382668874716;-1358.9545243397024;1360.522209677963
1550.0;-0.030703238543407247;65.35246828192102;-1357.2199700228975;1358.7924757443625
1552.0;-0.030808398964477873;65.41019725803609;-1355.4908452181219;1357.068135863293
1554.0;-0.030913315941117906;65.4670059131889;-1353.7671211736376;1355.349160634999
1556.0;-0.031017982750246677;65.52288658322195;-1352.0487692498132;1353.6355207721656
1558.0;-0.03112239265099781;65.577831641572;-1350.3357609170105;1351.927187097786
1560.0;-0.031226538883933272;65.63183349714528;-1348.6280677534567;1350.224130543007
1562.0;-0.03133041467033298;65.6848845922054;-1346.9256614431054;1348.5263221449695
1564.0;-0.03143401321144469;65.7369774003164;-1345.2285137734827;1346.8337330446334
1566.0;-0.03153732768773296;65.78810442428819;-1343.5365966335269;1345.146334484595
1568.0;-0.03164035125816484;65.83825819416397;-1341.8498820114037;1343.464097806882
1570.0;-0.03174307705943568;65.88743126522593;-1340.1683419923247;1341.7869944507536
1572.0;-0.03184549820526257;65.93561621602726;-1338.4919487563316;1340.1149959504628
1574.0;-0.03194760778561498;65.98280564645464;-1336.8206745760804;1338.4480739330252
1576.0;-0.03204939886598986;66.0289921758;-1335.1544918146105;1336.7862001159658
1578.0;-0.03215086448666558;66.07416844088223;-1333.4933729230775;1335.1293463050388
1580.0;-0.03225199766194699;66.11832709415454;-1331.8372904385017;1333.477484391956
1582.0;-0.032352791379448444;66.16146080187106;-1330.1862169814688;1331.8305863520739
1584.0;-0.03245323859931091;66.20356224225054;-1328.540125253835;1330.1886242420803
1586.0;-0.03255333225349944;66.24462410367543;-1326.8989880363984;1328.551570197655
1588.0;-0.03265306524501264;66.28463908289727;-1325.262778186559;1326.919396431112
1590.0;-0.03275243044717245;66.3235998832799;-1323.6314686359597;1325.2920752290283
1592.0;-0.03285142070284233;66.36149921304836;-1322.0050323880996;1323.6695789498463
1594.0;-0.032950028823707456;66.39832978356225;-1320.383442515932;1322.0518800214577
1596.0;-0.03304824758949586;66.43408430760623;-1318.766672159439;1320.4389509387668
1598.0;-0.03314606974724314;66.46875549770924;-1317.154694523181;1318.8307642612333
1600.0;-0.033243488010517616;66.50233606445825;-1315.5474828738265;1317.2272926103874
1602.0;-0.03334049505869375;66.53481871485894;-1313.9450105376495;1315.6285086673224
1604.0;-0.033437083536169636;66.56619615068959;-1312.34725089801;1314.0343851701662
1606.0;-0.033533246051602794;66.59646106688008;-1310.754177392804;1312.4448949115229
1608.0;-0.03362897517717604;66.6256061499165;-1309.1657635118884;1310.8600107358945
1610.0;-0.033724263447803424;66.65362407624662;-1307.5819827944695;1309.2797055370613
1612.0;-0.0338191033603826;66.68050751070882;-1306.0028088264753;1307.7039522554517
1614.0;-0.033913487373027934;66.70624910497854;-1304.4282152378903;1306.1327238754734
1616.0;-0.03400740790429105;66.7308414960236;-1302.8581757000545;1304.5659934228095
1618.0;-0.03410085733239692;66.754277304579;-1301.2926639229397;1303.0037339616943
1620.0;-0.034193827994465444;66.77654913363665;-1299.7316536523883;1301.4459185921514
1622.0;-0.034286312185752545;66.79764956694373;-1298.1751186673137;1299.8925204471952
1624.0;-0.03437830215884662;66.81757116752168;-1296.623032776871;1298.3435126900038
1626.0;-0.03446979012290878;66.83630647619806;-1295.0753698175888;1296.798868511052
1628.0;-0.03456076824288688;66.85384801014477;-1293.532103650462;1295.2585611252116
1630.0;-0.03465122863874132;66.87018826143964;-1291.9932081580066;1293.7225637688084
1632.0;-0.034741163384638875;66.88531969563522;-1290.4586572412725;1292.1908496966441
1634.0;-0.034830564508179555;66.89923475034044;-1288.928424816814;1290.6633921789733
1636.0;-0.03491942398961967;66.91192583382055;-1287.4024848136248;1289.1401644984483
1638.0;-0.03500773376105618;66.92338532360498;-1285.8808111700132;1287.6211399470044
1640.0;-0.03509548570565282;66.93360556510223;-1284.3633778304477;1286.1062918227178
1642.0;-0.03518267165684685;66.94257887024376;-1282.850158742342;1284.5955934266049
1644.0;-0.035269283397530805;66.95029751612289;-1281.3411278528042;1283.0890180593838
1646.0;-0.035355312659290386;66.95675374365965;-1279.8362591053171;1281.5865390181739
1648.0;-0.03544075112156792;66.96193975626643;-1278.335526436389;1280.0881295931626
1650.0;-0.035525590410898575;66.96584771853297;-1276.8389037721308;1278.5937630642027
1652.0;-0.035609822100077786;66.96846975492771;-1275.3463650247882;1277.1034126973652
1654.0;-0.03569343770737928;66.96979794849389;-1273.857884089217;1275.617051741438
1656.0;-0.03577642869573816;66.96982433958341;-1272.3734348392927;1274.1346534243603
1658.0;-0.03585878647195363;66.96854092458136;-1270.892991124269;1272.6561909496054
1660.0;-0.03594050238588393;66.96593965465365;-1269.416526765063;1271.1816374924972
1662.0;-0.03602156772963176;66.96201243450376;-1267.944015550485;1269.7109661964676
1664.0;-0.03610197373674431;66.95675112114562;-1266.4754312333928;1268.2441501692438
1666.0;-0.03618171158140472;66.95014752268823;-1265.0107475267891;1266.7811624789797
1668.0;-0.03626077237762068;66.9421933971262;-1263.5499380998374;1265.3219761503083
1670.0;-0.03633914717842869;66.93288045115742;-1262.0929765738078;1263.8665641603243
1672.0;-0.03641682697506841;66.92220033900402;-1260.6398365179534;1262.414899434503
1674.0;-0.03649380269620168;66.91014466124523;-1259.1904914453003;1260.9669548425309
1676.0;-0.03657006520707545;66.8967049636759;-1257.744914808363;1259.5227031940685
1678.0;-0.03664560530875176;66.88187273616913;-1256.3030799947821;1258.0821172344329
1680.0;-0.0367204137372777;66.86563941155846;-1254.8649603228614;1256.6451696401866
1682.0;-0.036794481162900135;66.84799636452946;-1253.4305290370414;1255.2118330146627
1684.0;-0.036867798189265034;66.82893491053699;-1251.9997593032563;1253.7820798833777
1686.0;-0.036940355352615986;66.80844630473128;-1250.5726242042201;1252.3558826893743
1688.0;-0.03701214312100742;66.78652174090175;-1249.1490967346083;1250.9332137884642
1690.0;-0.037083151893506264;66.76315235043694;-1247.729149796139;1249.5140454443733
1692.0;-0.037153371999422;66.73832920130795;-1246.3127561925523;1248.0983498237863
1694.0;-0.037222793697514495;66.71204329706282;-1244.899888624494;1246.6860989913005
1696.0;-0.03729140717521258;66.68428557584346;-1243.4905196842833;1245.2772649042658
1698.0;-0.037359202547858225;66.65504690942744;-1242.0846218505692;1243.8718194075182
1700.0;-0.03742616985793321;66.62431810228077;-1240.6821674828773;1242.4697342280028
1702.0;-0.03749229907429579;66.59208989063154;-1239.283128816037;1241.0709809692871
1704.0;-0.03755758009145139;66.55835294158503;-1237.8874779544883;1239.6755311059505
1706.0;-0.03762200272877512;66.5230978522397;-1236.4951868664577;1238.2833559778533
1708.0;-0.037685556729814794;66.486315148832;-1235.106227378013;1236.8944267842824
1710.0;-0.037748231761541934;66.44799528591689;-1233.720571166984;1235.5087145779694
1712.0;-0.03781001741365424;66.40812864557094;-1232.3381897567406;1234.126190258973
1714.0;-0.03787090319785699;66.36670553661695;-1230.9590545098356;1232.7468245684238
1716.0;-0.03793087854718533;66.32371619387419;-1229.583136621508;1231.3705880821383
1718.0;-0.037989932815322945;66.27915077746252;-1228.2104071130134;1229.9974512040646
1720.0;-0.03804805527594218;66.2329993721085;-1226.8408368248301;1228.6273841596058
1722.0;-0.038105235122051294;66.18525198650367;-1225.4743964096922;1227.2603569887754
1724.0;-0.038161461465368904;66.13589855269291;-1224.1110563254495;1225.8963395391881
1726.0;-0.038216723335711474;66.08492892549697;-1222.7507868277805;1224.535301458902
1728.0;-0.03827100968039152;66.03233288198132;-1221.3935579627112;1223.177212189079
1730.0;-0.03832430936365586;65.9781001209478;-1220.0393395589729;1221.8220409564826
1732.0;-0.03837661116612607;65.92222026249144;-1218.6881012201532;1220.4697567657784
1734.0;-0.03842790378426827;65.8646828475863;-1217.3398123166824;1219.1203283916764
1736.0;-0.038478175829897;65.80547733772252;-1215.994441977605;1217.7737243708586
1738.0;-0.03852741582970373;65.74459311459222;-1214.6519590821551;1216.4299129937247
1740.0;-0.03857561222478745;65.68201947982357;-1213.3123322511278;1215.0888622959305
1742.0;-0.03862275337025827;65.61774565478024;-1211.9755298380326;1213.7505400497234
1744.0;-0.03866882753484327;65.55176078039895;-1210.6415199200162;1212.4149137550469
1746.0;-0.03871382290054394;65.48405391710786;-1209.3102702885858;1211.0819506304563
1748.0;-0.0387577275623075;65.4146140447905;-1207.9817484400535;1209.7516176037614
1750.0;-0.038800529527765394;65.34343006282378;-1206.655921565787;1208.4238813024813
1752.0;-0.03884221671700115;65.27049079018451;-1205.33275654217;1207.0987080440182
1754.0;-0.03888277696235053;65.19578496563335;-1204.0122199203345;1205.7760638256082
1756.0;-0.038922198008268856;65.11930124796314;-1202.6942779156068;1204.4559143139968
1758.0;-0.038960467511232555;65.04102821633698;-1201.3788963966965;1203.138224834862
1760.0;-0.03899757303971276;64.96095437071416;-1200.066040874589;1201.8229603619513
1762.0;-0.03903350207418221;64.87906813236499;-1198.7556764911612;1200.510085505951
1764.0;-0.03906824200719024;64.79535784445956;-1197.4477680074829;1199.1995645030456
1766.0;-0.039101780143511844;64.70981177278325;-1196.1422797918265;1197.8913612032006
1768.0;-0.03913410370035225;64.6224181065482;-1194.8391758073387;1196.5854390581135
1770.0;-0.03916519980761392;64.53316495929363;-1193.5384195994059;1195.2817611088656
1772.0;-0.039195055508279134;64.44204036993932;-1192.2399742826524;1193.9802899732226
1774.0;-0.03922365775880757;64.34903230391782;-1190.943802527619;1192.6809878326205
1776.0;-0.03925099342968533;64.25412865446948;-1189.649866547061;1191.3838164187835
1778.0;-0.03927704930600538;64.15731724404186;-1188.358128081882;1190.0887369999882
1780.0;-0.03930181208819759;64.05858582586346;-1187.0685483866857;1188.7957103669592
1782.0;-0.039325268392806534;63.957922085623636;-1185.7810882149236;1187.5046968183658
1784.0;-0.03934740475342199;63.855313643348794;-1184.4957078036512;1186.2156561459485
1786.0;-0.03936820762168034;63.750748055420075;-1183.2123668578402;1184.9285476192044
1788.0;-0.039387663368411874;63.64421281676221;-1181.9310245342938;1183.6433299696962
1790.0;-0.0394057582849133;63.53569536322779;-1180.6516394250607;1182.3599613748652
1792.0;-0.039422478584342946;63.4251830741582;-1179.3741695404422;1181.0783994414587
1794.0;-0.03943781040324009;63.31266327515861;-1178.0985722914902;1179.7986011884577
1796.0;-0.03945173980325235;63.19812324107433;-1176.8248044720194;1178.5205230295314
1798.0;-0.039464252772936845;63.08155019919117;-1175.5528222401203;1177.2441207550137
1800.0;-0.039475335229801164;62.96293133267201;-1174.2825810991446;1175.9693495133588
1802.0;-0.039484973022474584;62.84225378424568;-1173.0140358781437;1174.6961637920738
1804.0;-0.039493151933085016;62.71950466013998;-1171.747140711771;1173.4245173981255
1806.0;-0.03949985767983305;62.594671034305286;-1170.4818490195794;1172.1543634377626
1808.0;-0.03950507591974854;62.46773995290542;-1169.2181134847592;1170.885654295791
1810.0;-0.03950879225171204;62.338698439132656;-1167.9558860322397;1169.6183416142376
1812.0;-0.039510992219653866;62.20753349832386;-1166.6951178061659;1168.3523762703992
1814.0;-0.03951166131605496;62.07423212341261;-1165.4357591467265;1167.0877083542684
1816.0;-0.03951078498565337;61.93878130074755;-1164.1777595663211;1165.8242871453144
1818.0;-0.03950834862944663;61.80116801625908;-1162.9210677250028;1164.5620610885599
1820.0;-0.039504337609011266;61.66137926204814;-1161.6656314052373;1163.3009777699951
1822.0;-0.03949873725107643;61.519402043335965;-1160.4113974859033;1162.0409838912553
1824.0;-0.03949153285245637;61.37522338591456;-1159.1583119155466;1160.782025243573
1826.0;-0.03948270968530471;61.22883034397769;-1157.9063196848247;1159.5240466809416
1828.0;-0.03947225300275273;61.08021000849018;-1156.6553647981586;1158.266992092515
1830.0;-0.039460148044900556;60.929349516028296;-1155.4053902445523;1157.0108043741911
1832.0;-0.039446380045224036;60.77623605817021;-1154.1563379675113;1155.7554253993248
1834.0;-0.03943093423742953;60.62085689142789;-1152.9081488341224;1154.5007959886273
1836.0;-0.039413795862707;60.46319934778266;-1151.660762603161;1153.2468558791147
1838.0;-0.03939495017751885;60.30325084583638;-1150.4141178922805;1151.9935436921728
1840.0;-0.03937438246183953;60.1409989026067;-1149.168152144216;1150.7407969006554
1842.0;-0.039352078027962645;59.97643114602227;-1147.9228015919603;1149.4885517949922
1844.0;-0.03932802222985952;59.8095353281396;-1146.6780012229158;1148.2367434482967
1846.0;-0.03930220047313527;59.64029933911893;-1145.4336847419568;1146.9853056804154
1848.0;-0.03927459822558545;59.468711221998426;-1144.189784533385;1145.7341710209046
1850.0;-0.03924520102848401;59.29475918833813;-1142.946231621723;1144.4832706708737
1852.0;-0.03921399450847248;59.11843163470936;-1141.7029556313603;1143.2325344637159
1854.0;-0.03918096439032766;58.93971716018635;-1140.4598847449347;1141.9818908246104
1856.0;-0.03914609651037104;58.758604584768975;-1139.2169456604884;1140.7312667288302
1858.0;-0.0391093768308214;58.57508296888496;-1137.9740635472995;1139.480587658765
1860.0;-0.03907079145498486;58.38914163398486;-1136.7311620003961;1138.2297775596649
1862.0;-0.03903032664335474;58.20077018427194;-1135.488162993667;1136.9787587940132
1864.0;-0.03898796883074145;58.009958529683495;-1134.2449868315707;1135.7274520945443
1866.0;-0.038943704644423545;57.81669691014977;-1133.0015520993509;1134.4757765158047
1868.0;-0.03889752092339039;57.6209759211857;-1131.7577756117525;1133.2236493842563
1870.0;-0.03884940473878303;57.42278654095351;-1130.5135723601784;1131.970986246865
1872.0;-0.038799343415547506;57.22212015880538;-1129.2688554582126;1130.7177008181
1874.0;-0.03874732455540711;57.01896860540558;-1128.0235360855395;1129.4637049253724
1876.0;-0.03869333606122884;56.813324184567584;-1126.7775234300723;1128.2089084527333
1878.0;-0.03863736616282475;56.60517970680073;-1125.5307246284026;1126.9532192829374
1880.0;-0.03857940344437853;56.394528524796584;-1124.2830447043787;1125.696543237689
1882.0;-0.03851943687342961;56.18136457079322;-1123.0343865058578;1124.4387840161087
1884.0;-0.038457455831678755;55.96568239609322;-1121.7846506395106;1123.1798431313077
1886.0;-0.03839345014760433;55.747477212704915;-1120.5337354036647;1121.9196198450543
1888.0;-0.03832741013104007;55.52674493733436;-1119.2815367190801;1120.6580111004255
1890.0;-0.03825932660985165;55.30348223779835;-1118.0279480576935;1119.3949114524878
1892.0;-0.038189190968776564;55.07768658197058;-1116.7728603691592;1118.1302129968294
1894.0;-0.038116995190656526;54.84935628952205;-1115.5161620051847;1116.8638052959511
1896.0;-0.038042731900077696;54.61849058643131;-1114.2577386416149;1115.5955753034634
1898.0;-0.03796639440968158;54.385089662557355;-1112.9974731981783;1114.3254072860109
1900.0;-0.03788797676924706;54.14915473241089;-1111.7352457558181;1113.053182742848
1902.0;-0.03780747381771166;53.91068809923904;-1110.4709334715876;1111.7787803230428
1904.0;-0.03772488123835818;53.66969322275149;-1109.204410491012;1110.50207574022
1906.0;-0.03764019561728525;53.42617479047171;-1107.9355478578734;1109.222941684794
1908.0;-0.03755341450541235;53.18013879314383;-1106.6642134213596;1107.9412477336398
1910.0;-0.03746453648429545;52.93159260431597;-1105.3902717404735;1106.6568602571022
1912.0;-0.03737356123580228;52.680545064262844;-1104.113583985721;1105.3696423233553
1914.0;-0.037280489616100664;52.42700656864563;-1102.8340078379263;1104.0794535999717
1916.0;-0.03718532373408528;52.170989162057026;-1101.5513973841746;1102.786150252702
1918.0;-0.03708806703458862;51.91250663680525;-1100.2656030108062;1101.489584841386
1920.0;-0.036988724386633275;51.65157463713053;-1098.9764712934264;1100.1896062129683
1922.0;-0.036887302177056616;51.38821076928841;-1097.6838448838125;1098.8860593914999
1924.0;-0.03678380840985777;51.12243471774356;-1096.3875623937636;1097.578785465175
1926.0;-0.03667825281159607;50.85426836782;-1095.0874582757588;1096.2676214702722
1928.0;-0.036570646943253675;50.58373593523029;-1093.7833627004338;1094.952400272009
1930.0;-0.03646100431896009;50.310864102836526;-1092.4751014308206;1093.632950442266
1932.0;-0.036349340531973806;50.035682165030714;-1091.1624956933351;1092.3090961341609
1934.0;-0.03623567338848904;49.75822218024662;-1089.8453620454213;1090.9806569533916
1936.0;-0.0361200230496085;49.478519131936366;-1088.5235122399379;1089.6474478264333
1938.0;-0.03600241218215455;49.19661109864919;-1087.1967530862094;1088.3092788655197
1940.0;-0.03588286611880577;48.91253943362245;-1085.8648863077224;1086.9659552303965
1942.0;-0.035761413028153735;48.62634895441951;-1084.5277083965507;1085.6172769869272
1944.0;-0.0356380840953401;48.338088143290015;-1083.1850104644755;1084.2630389625363
1946.0;-0.03551291371399948;48.04780935875877;-1081.8365780908407;1082.9030305985275
1948.0;-0.03538593969010891;47.75556905911906;-1080.4821911672595;1081.5370357994045
1950.0;-0.03525720345869595;47.46142803854405;-1079.1216237391338;1080.1648327791656
1952.0;-0.03512675031409687;47.165451676498456;-1077.7546438441673;1078.7861939047589
1954.0;-0.03499462965466185;46.86771020116761;-1076.3810133479785;1077.400885536819
1956.0;-0.03486089524298674;46.56827896782293;-1075.0004877768988;1076.0086678677803
1958.0;-0.03472560548250413;46.2672387528773;-1073.6128161481702;1074.6092947575974
1960.0;-0.03458882371162571;45.96467606452002;-1072.2177407976988;1073.202513567238
1962.0;-0.03445061851653867;45.660683470930316;-1070.8149972056847;1071.7880649902959
1964.0;-0.03431106406394172;45.3553599470559;-1069.4043138202599;1070.3656828828675
1966.0;-0.03417024045493035;45.04881124093291;-1067.9854118795397;1068.9350940921208
1968.0;-0.03402823410154322;44.74115026077365;-1066.5580052324785;1067.4960182839752
1970.0;-0.03388513812742916;44.43249748390386;-1065.121800158811;1066.0481677702012
1972.0;-0.0337410527941663;44.1229813888162;-1063.6764951886998;1064.5912473355932
1974.0;-0.0335960859550597;43.81273891159805;-1062.2217809225017;1063.124954065658
1976.0;-0.03345035353810916;43.50191592815565;-1060.7573398513257;1061.648977175545
1978.0;-0.03330398006022654;43.19066776364503;-1059.2828461790195;1060.1629978408953
1980.0;-0.033157099174606894;42.879159730574884;-1057.7979656464051;1058.6666890314787
1982.0;-0.03300985425369998;42.56756769730478;-1056.3023553585845;1057.1597153485172
1984.0;-0.03286239900982013;42.25607868832623;-1054.7956636162332;1055.6417328666596
1986.0;-0.03271489815626396;41.94489151844772;-1053.2775297520939;1054.1123889819185
1988.0;-0.03256752811130223;41.634217462350485;-1051.74758397373;1052.5713222667052
1990.0;-0.03242047774816855;41.3242809617074;-1050.2054472139828;1051.0181623335175
1992.0;-0.0322739491938233;41.01532037161097;-1048.6507309905737;1049.4525297088242
1994.0;-0.03212815867997392;40.707588748643865;-1047.0830372765047;1047.87403571895
1996.0;-0.031983337449631735;40.401354682571856;-1045.5019583831447;1046.2822823899762
1998.0;-0.031839732722939246;40.09690317400169;-1043.907076858039;1044.6768623638802
2000.0;-0.0316976087261421;39.79453656034167;-1042.2979653995933;1043.057358833245
